IcaoCode,IataCode,Model,ModelUrl,ModelTitle,ModelImageUrl
FA7X,DF7,Dassault Falcon 7X,https://en.wikipedia.org/wiki/Dassault_Falcon_7X,Dassault Falcon 7X,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Dassault_Falcon_7X_AN1852800.jpg/256px-Dassault_Falcon_7X_AN1852800.jpg
G159,GRS,Gulfstream Aerospace G-159 Gulfstream I,https://en.wikipedia.org/wiki/Gulfstream_I,Grumman Gulfstream I,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Uscg_vc4gulfstream_1380_1964.jpg/256px-Uscg_vc4gulfstream_1380_1964.jpg
G21,GRG,Grumman G-21 Goose,https://en.wikipedia.org/wiki/Grumman_G-21_Goose,Grumman G-21 Goose,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/JRF-5_NAS_Jax_1942.jpg/256px-JRF-5_NAS_Jax_1942.jpg
G280,GR3,Gulfstream G280,https://en.wikipedia.org/wiki/Gulfstream_G280,Gulfstream G280,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/4X-WBJ_Micha_Sender-1.jpg/256px-4X-WBJ_Micha_Sender-1.jpg
G73T,GRM,Grumman G-73 Turbo Mallard,https://en.wikipedia.org/wiki/Grumman_G-73_Turbo_Mallard,Grumman G-73 Mallard,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Pearl_aviation_Grumman_G-73_Mallard_DRW_Butler.jpg/256px-Pearl_aviation_Grumman_G-73_Mallard_DRW_Butler.jpg
GL5T,CCX,Bombardier BD-700 Global 5000,https://en.wikipedia.org/wiki/Bombardier_Global_Express#Global_5000,Bombardier Global Express,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/2010-07-08_BD700_Tyrolean_OE-IGS_EDDF_03.jpg/256px-2010-07-08_BD700_Tyrolean_OE-IGS_EDDF_03.jpg
GLEX,CCX,Bombardier Global Express,https://en.wikipedia.org/wiki/Bombardier_Global_Express,Bombardier Global Express,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/2010-07-08_BD700_Tyrolean_OE-IGS_EDDF_03.jpg/256px-2010-07-08_BD700_Tyrolean_OE-IGS_EDDF_03.jpg
GLF4,GJ4,Gulfstream IV,https://en.wikipedia.org/wiki/Gulfstream_IV,Gulfstream IV,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Gulfstream_IV_RNLAF.jpg/256px-Gulfstream_IV_RNLAF.jpg
GLF5,GJ5,Gulfstream V,https://en.wikipedia.org/wiki/Gulfstream_V,Gulfstream V,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Gulfstream_Aerospace_G-V_Gulfstream_V_AN0811210.jpg/256px-Gulfstream_Aerospace_G-V_Gulfstream_V_AN0811210.jpg
GLF6,GJ6,Gulfstream G650,https://en.wikipedia.org/wiki/Gulfstream_G650,Gulfstream G650,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/G-ULFS_Gulfstream_G650_CVT_05-05-16_%2827046023031%29_%28cropped%29.jpg/256px-G-ULFS_Gulfstream_G650_CVT_05-05-16_%2827046023031%29_%28cropped%29.jpg
HERN,DHH,De Havilland DH.114 Heron,https://en.wikipedia.org/wiki/De_Havilland_DH.114_Heron,De Havilland Heron,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/DH.114_Heron_2_Cambrian_04.58.jpg/256px-DH.114_Heron_2_Cambrian_04.58.jpg
H25B,H25,British Aerospace 125 series / Hawker/Raytheon 700/800/800XP/850/900,https://en.wikipedia.org/wiki/British_Aerospace_125,British Aerospace 125,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/BAe125_aircraft_from_a_flight_of_32_%28The_Royal%29_Squadron_MOD_45147916_%28cropped%29.jpg/256px-BAe125_aircraft_from_a_flight_of_32_%28The_Royal%29_Squadron_MOD_45147916_%28cropped%29.jpg
H25C,H25,British Aerospace 125-1000 series / Hawker/Raytheon 1000,https://en.wikipedia.org/wiki/British_Aerospace_125,British Aerospace 125,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/BAe125_aircraft_from_a_flight_of_32_%28The_Royal%29_Squadron_MOD_45147916_%28cropped%29.jpg/256px-BAe125_aircraft_from_a_flight_of_32_%28The_Royal%29_Squadron_MOD_45147916_%28cropped%29.jpg
HDJT,N/A,Honda HA-420,https://en.wikipedia.org/wiki/Honda_Jet,Honda HA-420 HondaJet,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/HondaJet_Ryabtsev.jpg/256px-HondaJet_Ryabtsev.jpg
I114,I14,Ilyushin IL114,https://en.wikipedia.org/wiki/Ilyushin_Il-114,Ilyushin Il-114,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/%D0%98%D0%BB%D1%8C%D1%8E%D1%88%D0%B8%D0%BD_%D0%98%D0%BB-114_2053800109%2C_%D0%A5%D0%B0%D0%B1%D0%B0%D1%80%D0%BE%D0%B2%D1%81%D0%BA_-_%D0%9D%D0%BE%D0%B2%D1%8B%D0%B9_RP22506.jpg/256px-%D0%98%D0%BB%D1%8C%D1%8E%D1%88%D0%B8%D0%BD_%D0%98%D0%BB-114_2053800109%2C_%D0%A5%D0%B0%D0%B1%D0%B0%D1%80%D0%BE%D0%B2%D1%81%D0%BA_-_%D0%9D%D0%BE%D0%B2%D1%8B%D0%B9_RP22506.jpg
IL18,IL8,Ilyushin IL18,https://en.wikipedia.org/wiki/Ilyushin_Il-18,Ilyushin Il-18,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Rossiya_Ilyushin_Il-18.jpg/256px-Rossiya_Ilyushin_Il-18.jpg
IL62,IL6,Ilyushin IL62,https://en.wikipedia.org/wiki/Ilyushin_Il-62,Ilyushin Il-62,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Air-to-air_with_a_Russian_Air_Force_Ilyushin_Il-62M_%28retouched%29.jpg/256px-Air-to-air_with_a_Russian_Air_Force_Ilyushin_Il-62M_%28retouched%29.jpg
IL76,IL7,Ilyushin IL76,https://en.wikipedia.org/wiki/Ilyushin_Il-76,Ilyushin Il-76,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/IL-76MD_-_TankBiathlon2013_%28modified%29.jpg/256px-IL-76MD_-_TankBiathlon2013_%28modified%29.jpg
IL86,ILW,Ilyushin IL86,https://en.wikipedia.org/wiki/Ilyushin_Il-86,Ilyushin Il-86,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Aeroflot_Ilyushin_Il-86.jpg/256px-Aeroflot_Ilyushin_Il-86.jpg
IL96,I93,Ilyushin IL96,https://en.wikipedia.org/wiki/Ilyushin_Il-96,Ilyushin Il-96,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Aeroflot_Il-96-300_RA-96008_SVO_2011-3-10.png/256px-Aeroflot_Il-96-300_RA-96008_SVO_2011-3-10.png
J328,FRJ,Fairchild Dornier 328JET,https://en.wikipedia.org/wiki/Fairchild_Dornier_328JET,Fairchild Dornier 328JET,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Tyrolean_Jet_Services_Do-328-300_OE-HTJ.jpg/256px-Tyrolean_Jet_Services_Do-328-300_OE-HTJ.jpg
JS31,J31,British Aerospace Jetstream 31,https://en.wikipedia.org/wiki/British_Aerospace_Jetstream_31,British Aerospace Jetstream,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/British_Aerospace_Jetstream_32_reg._N487UE.jpg/256px-British_Aerospace_Jetstream_32_reg._N487UE.jpg
JS32,J32,British Aerospace Jetstream 32,https://en.wikipedia.org/wiki/British_Aerospace_Jetstream_32,British Aerospace Jetstream,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/British_Aerospace_Jetstream_32_reg._N487UE.jpg/256px-British_Aerospace_Jetstream_32_reg._N487UE.jpg
JS41,J41,British Aerospace Jetstream 41,https://en.wikipedia.org/wiki/British_Aerospace_Jetstream_41,British Aerospace Jetstream 41,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Easternairways_j41_g-majx_arp.jpg/256px-Easternairways_j41_g-majx_arp.jpg
Ju 52,JU5,Junkers Ju 52/3M,https://en.wikipedia.org/wiki/Junkers_Ju_52,Junkers Ju 52,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Ju-Air_Junkers_Ju-52_in_flight_over_Austria.jpg/256px-Ju-Air_Junkers_Ju-52_in_flight_over_Austria.jpg
L101,L10,Lockheed L-1011 Tristar,https://en.wikipedia.org/wiki/Lockheed_L-1011_Tristar,Lockheed L-1011 TriStar,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Gulf_Air_Lockheed_L-1011-385-1-15_TriStar_200_Fitzgerald.jpg/256px-Gulf_Air_Lockheed_L-1011-385-1-15_TriStar_200_Fitzgerald.jpg
L188,LOE,Lockheed L-188 Electra,https://en.wikipedia.org/wiki/Lockheed_L-188_Electra,Lockheed L-188 Electra,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/PSA_Electra%2C_circa_1960s.jpg/256px-PSA_Electra%2C_circa_1960s.jpg
L410,L4T,LET 410,https://en.wikipedia.org/wiki/LET_410,Let L-410 Turbolet,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/L410_UVP-E20.jpg/256px-L410_UVP-E20.jpg
LJ35,LRJ,Learjet 35 / 36 / C-21A,https://en.wikipedia.org/wiki/Learjet_35,Learjet 35,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Learjet_35_%288738280921%29.jpg/256px-Learjet_35_%288738280921%29.jpg
LJ60,LRJ,Learjet 60,https://en.wikipedia.org/wiki/Learjet_60,Learjet 60,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Balticjet_Aircompany.jpg/256px-Balticjet_Aircompany.jpg
MD11,M11,McDonnell Douglas MD-11,https://en.wikipedia.org/wiki/McDonnell_Douglas_MD-11,McDonnell Douglas MD-11,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/KLM_McDonnell_Douglas_MD-11_PH-KCK_Ingrid_Bergman.jpg/256px-KLM_McDonnell_Douglas_MD-11_PH-KCK_Ingrid_Bergman.jpg
MD81,M81,McDonnell Douglas MD-81,https://en.wikipedia.org/wiki/McDonnell_Douglas_MD-81,McDonnell Douglas MD-80,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Iberia.md-88.ec-foz.arp.jpg/256px-Iberia.md-88.ec-foz.arp.jpg
MD82,M82,McDonnell Douglas MD-82,https://en.wikipedia.org/wiki/McDonnell_Douglas_MD-82,McDonnell Douglas MD-80,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Iberia.md-88.ec-foz.arp.jpg/256px-Iberia.md-88.ec-foz.arp.jpg
MD83,M83,McDonnell Douglas MD-83,https://en.wikipedia.org/wiki/McDonnell_Douglas_MD-83,McDonnell Douglas MD-80,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Iberia.md-88.ec-foz.arp.jpg/256px-Iberia.md-88.ec-foz.arp.jpg
MD87,M87,McDonnell Douglas MD-87,https://en.wikipedia.org/wiki/McDonnell_Douglas_MD-87,McDonnell Douglas MD-80,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Iberia.md-88.ec-foz.arp.jpg/256px-Iberia.md-88.ec-foz.arp.jpg
MD88,M88,McDonnell Douglas MD-88,https://en.wikipedia.org/wiki/McDonnell_Douglas_MD-88,McDonnell Douglas MD-80,
MD90,M90,McDonnell Douglas MD-90,https://en.wikipedia.org/wiki/McDonnell_Douglas_MD-90,McDonnell Douglas MD-90,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/McDonnell_Douglas_MD-90-30%2C_Japan_Airlines_-_JAL_AN2020984.jpg/256px-McDonnell_Douglas_MD-90-30%2C_Japan_Airlines_-_JAL_AN2020984.jpg
MI8,MIH,MIL Mi-8,https://en.wikipedia.org/wiki/Mil_Mi-8,Mil Mi-8,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Baltic_Airlines_Mil_Mi-8_Aladyshkin.jpg/256px-Baltic_Airlines_Mil_Mi-8_Aladyshkin.jpg
MI24,N/A,Mil Mi-24 / Mi-25 / Mi-35,https://en.wikipedia.org/wiki/Mil_Mi-24,Mil Mi-24,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Mi24CP_%28modified%29.jpg/256px-Mi24CP_%28modified%29.jpg
MU2,MU2,Mitsubishi Mu-2,https://en.wikipedia.org/wiki/Mitsubishi_Mu-2,Mitsubishi MU-2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Mitsubishi_MU-2B_AN1706942.jpg/256px-Mitsubishi_MU-2B_AN1706942.jpg
N262,ND2,Aerospatiale (Nord) 262,https://en.wikipedia.org/wiki/A%C3%A9rospatiale_N_262,Aérospatiale N 262,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Nord262-55.jpg/256px-Nord262-55.jpg
NOMA,CD2,Government Aircraft Factories N22B / N24A Nomad,https://en.wikipedia.org/wiki/GAF_Nomad,GAF Nomad,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/IMDEX_2007_Maritime_patrol_%28cropped%29.jpg/256px-IMDEX_2007_Maritime_patrol_%28cropped%29.jpg
P06T,N/A,Tecnam P2006T,https://en.wikipedia.org/wiki/Tecnam_P2006T,Tecnam P2006T,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Tecnam_P2006T_1.jpg/256px-Tecnam_P2006T_1.jpg
P28A,N/A,Piper PA-28,https://en.wikipedia.org/wiki/Piper_PA-28,Piper PA-28 Cherokee,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/PiperPA-28-236DakotaC-GGFSPhoto4.JPG/256px-PiperPA-28-236DakotaC-GGFSPhoto4.JPG
P28B,N/A,Piper PA-28,https://en.wikipedia.org/wiki/Piper_PA-28,Piper PA-28 Cherokee,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/PiperPA-28-236DakotaC-GGFSPhoto4.JPG/256px-PiperPA-28-236DakotaC-GGFSPhoto4.JPG
P68,PN6,Partenavia P.68,https://en.wikipedia.org/wiki/Partenavia_P.68,Partenavia P.68,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Partenavia_AP.68TP-600_Viator_DRW_Butler-1.jpg/256px-Partenavia_AP.68TP-600_Viator_DRW_Butler-1.jpg
PA31,PA2,Piper PA-31 Navajo,https://en.wikipedia.org/wiki/Piper_PA-31_Navajo,Piper PA-31 Navajo,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Piper_PA-31_Navajo_St_Catharines_1.jpg/256px-Piper_PA-31_Navajo_St_Catharines_1.jpg
PA44,N/A,Piper PA-44 Seminole,https://en.wikipedia.org/wiki/Piper_PA-44_Seminole,Piper PA-44 Seminole,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Piper-pa-44.jpg/256px-Piper-pa-44.jpg
PA46,PAG,Piper PA-46,https://en.wikipedia.org/wiki/Piper_PA-46,Piper PA-46,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Piper_PA-46-500TP_Malibu_Meridian_AN1805813.jpg/256px-Piper_PA-46-500TP_Malibu_Meridian_AN1805813.jpg
PC12,PL2,Pilatus PC-12,https://en.wikipedia.org/wiki/Pilatus_PC-12,Pilatus PC-12,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Pilatus_PC-12-45%2C_Royal_Flying_Doctor_Service_AN0636290.jpg/256px-Pilatus_PC-12-45%2C_Royal_Flying_Doctor_Service_AN0636290.jpg
PC6T,PL6,Pilatus PC-6 Turbo Porter,https://en.wikipedia.org/wiki/Pilatus_PC-6_Turbo_Porter,Pilatus PC-6 Porter,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Pilatus_PC-6_SkydiveLillo_JD18032008_%28cropped%29.jpg/256px-Pilatus_PC-6_SkydiveLillo_JD18032008_%28cropped%29.jpg
PISI,N/A,Pipistrel Sinus,https://en.wikipedia.org/wiki/Pipistrel_Sinus,Pipistrel Sinus,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Pipistrel_Sinus_at_Festival_A%C3%A9reo_de_Vigo_2010_%284806892945%29.jpg/256px-Pipistrel_Sinus_at_Festival_A%C3%A9reo_de_Vigo_2010_%284806892945%29.jpg
PITA,N/A,Pipistrel Taurus,https://en.wikipedia.org/wiki/Pipistrel_Taurus,Pipistrel Taurus,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Pipistrel_Taurus_I-8599.jpg/256px-Pipistrel_Taurus_I-8599.jpg
PIVI,N/A |N/A,Pipistrel Virus,https://en.wikipedia.org/wiki/Pipistrel_Virus,Pipistrel Virus,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Pipistrel_Virus_at_EDKR_Bergfliegen_2012_1892_%28cropped%29.jpg/256px-Pipistrel_Virus_at_EDKR_Bergfliegen_2012_1892_%28cropped%29.jpg
RJ1H,AR1,Avro RJ100,https://en.wikipedia.org/wiki/Avro_RJ100,British Aerospace 146,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Swiss_British_Aerospace_Avro_146-RJ100_HB-IXS_MUC_2015_01_crop.jpg/256px-Swiss_British_Aerospace_Avro_146-RJ100_HB-IXS_MUC_2015_01_crop.jpg
R200,,"Robin HR200/R2000 series, Alpha160A",https://en.wikipedia.org/wiki/Alpha_160A,Alpha 2000,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/ZK-CTR_IMG_2916-Edit.jpg/256px-ZK-CTR_IMG_2916-Edit.jpg
RJ70,AR7,Avro RJ70,https://en.wikipedia.org/wiki/Avro_RJ70,British Aerospace 146,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Swiss_British_Aerospace_Avro_146-RJ100_HB-IXS_MUC_2015_01_crop.jpg/256px-Swiss_British_Aerospace_Avro_146-RJ100_HB-IXS_MUC_2015_01_crop.jpg
RJ85,AR8,Avro RJ85,https://en.wikipedia.org/wiki/Avro_RJ85,British Aerospace 146,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Swiss_British_Aerospace_Avro_146-RJ100_HB-IXS_MUC_2015_01_crop.jpg/256px-Swiss_British_Aerospace_Avro_146-RJ100_HB-IXS_MUC_2015_01_crop.jpg
S210,CRV,Aerospatiale (Sud Aviation) Se.210 Caravelle,https://en.wikipedia.org/wiki/Sud_Aviation_Caravelle,Sud Aviation Caravelle,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Sud_SE-210_Caravelle_III%2C_F-BHRS%2C_Air_France_Manteufel-1.jpg/256px-Sud_SE-210_Caravelle_III%2C_F-BHRS%2C_Air_France_Manteufel-1.jpg
S58T,S58," Sikorsky S-58T",https://en.wikipedia.org/wiki/Sikorsky_S-58,Sikorsky H-34,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Sikorsky_S-58_landing_%28cropped%29.jpg/256px-Sikorsky_S-58_landing_%28cropped%29.jpg
S601,NDC,Aerospatiale SN.601 Corvette,https://en.wikipedia.org/wiki/A%C3%A9rospatiale_Corvette,Aérospatiale Corvette,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Aerospatiale_Corvette_SN601.jpg/256px-Aerospatiale_Corvette_SN601.jpg
S61,S61,Sikorsky S-61,https://en.wikipedia.org/wiki/Sikorsky_S-61,Sikorsky S-61,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Sikorsky_S-61N_Mk.II.jpg/256px-Sikorsky_S-61N_Mk.II.jpg
S65C,NDH,Eurocopter (Aerospatiale) SA365C / SA365N Dauphin 2,https://en.wikipedia.org/wiki/Eurocopter_Dauphin,Eurocopter AS365 Dauphin,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/ZJ780_8490634574_%28cropped%29.jpg/256px-ZJ780_8490634574_%28cropped%29.jpg
S76,S76,Sikorsky S-76,https://en.wikipedia.org/wiki/Sikorsky_S-76,Sikorsky S-76,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Pesca_1_%283737941060%29.jpg/256px-Pesca_1_%283737941060%29.jpg
S92,S92,Sikorsky S-92,https://en.wikipedia.org/wiki/Sikorsky_S-92,Sikorsky S-92,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/S92_G-IACF_IMG_7005_%28cropped%29.jpg/256px-S92_G-IACF_IMG_7005_%28cropped%29.jpg
SB20,S20,Saab 2000,https://en.wikipedia.org/wiki/Saab_2000,Saab 2000,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Etihad_Saab_2000_take_off.jpg/256px-Etihad_Saab_2000_take_off.jpg
SC7,SHS," Shorts SC-7 Skyvan",https://en.wikipedia.org/wiki/Shorts_SC-7,Short SC.7 Skyvan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Short_Skyvan_SC.7_%28G-BEOL%29_arrives_at_RIAT_Fairford_12July2018_arp.jpg/256px-Short_Skyvan_SC.7_%28G-BEOL%29_arrives_at_RIAT_Fairford_12July2018_arp.jpg
SF34,SF3," Saab SF340A/B",https://en.wikipedia.org/wiki/Saab_SF340,Saab 340,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Estonian_Air_Saab_340A_ES-ASN.jpg/256px-Estonian_Air_Saab_340A_ES-ASN.jpg
SH33,SH3,Shorts SD.330,https://en.wikipedia.org/wiki/Short_330,Short 330,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/MVA_Shorts_330_at_Minneapolis_-_9_Sept_1983.jpg/256px-MVA_Shorts_330_at_Minneapolis_-_9_Sept_1983.jpg
SH36,SH6,Shorts SD.360,https://en.wikipedia.org/wiki/Short_360,Short 360,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Shorts360airsey.jpg/256px-Shorts360airsey.jpg
SU95,SU9,Sukhoi Superjet 100-95,https://en.wikipedia.org/wiki/Sukhoi_Superjet_100-95,Sukhoi Superjet 100,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Air-to-air_photo_of_a_Sukhoi_Superjet_100_%28RA-97004%29_over_Italy.jpg/256px-Air-to-air_photo_of_a_Sukhoi_Superjet_100_%28RA-97004%29_over_Italy.jpg
TRF1,N/A,Team Rocket F1,https://en.wikipedia.org/wiki/Team_Rocket_F1,Team Rocket F1 Rocket,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Team_Rocket_F-1_%28N39EJ_%28c.n_39%29%29.jpg/256px-Team_Rocket_F-1_%28N39EJ_%28c.n_39%29%29.jpg
T134,TU3,Tupolev Tu-134,https://en.wikipedia.org/wiki/Tupolev_Tu-134,Tupolev Tu-134,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/MAGAS_Kosmos_Tupolev_Tu-134_Misko.jpg/256px-MAGAS_Kosmos_Tupolev_Tu-134_Misko.jpg
T144,,Tupolev Tu-144,https://en.wikipedia.org/wiki/Tupolev_Tu-144,Tupolev Tu-144,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/RIAN_archive_566221_Tu-144_passenger_airliner.jpg/256px-RIAN_archive_566221_Tu-144_passenger_airliner.jpg
T154,TU5,Tupolev Tu-154,https://en.wikipedia.org/wiki/Tupolev_Tu-154,Tupolev Tu-154,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Aeroflot_Tupolev_Tu-154M_RA-85643_Mishin-1.jpg/256px-Aeroflot_Tupolev_Tu-154M_RA-85643_Mishin-1.jpg
T204,T20," Tupolev Tu-204 / Tu-214",https://en.wikipedia.org/wiki/Tupolev_Tu-204,Tupolev Tu-204,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Russian_Air_Force_Tu-214ON_RA-64519_UUBW_2011-8-12.png/256px-Russian_Air_Force_Tu-214ON_RA-64519_UUBW_2011-8-12.png
TB20,N/A,Socata TB-20 Trinidad,https://en.wikipedia.org/wiki/Socata_TB-20_Trinidad,SOCATA TB family,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Socata_TB-200_Tobago_XL.jpg/256px-Socata_TB-200_Tobago_XL.jpg
TL20,N/A,TL Ultralight TL-96 Star / TL-2000 Sting,https://en.wikipedia.org/wiki/TL_Ultralight_TL-96_Star,TL Ultralight TL-96 Star,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/TL-96_STAR.jpg/256px-TL-96_STAR.jpg
TRIS,BNT,Pilatus Britten-Norman BN-2A Mk III Trislander,https://en.wikipedia.org/wiki/Britten-Norman_Trislander,Britten-Norman Trislander,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/G-JOEY.jpg/256px-G-JOEY.jpg
WW24,WWP,Israel Aircraft Industries 1124 Westwind,https://en.wikipedia.org/wiki/IAI_Westwind,IAI Westwind,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Air_Sweden_IAI_1124.jpg/256px-Air_Sweden_IAI_1124.jpg
Y12,YN2,Harbin Yunshuji Y12,https://en.wikipedia.org/wiki/Harbin_Y-12,Harbin Y-12,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Iran_-_Revolutionary_Guard_Air_Force_Harbin_Y12-II.jpg/256px-Iran_-_Revolutionary_Guard_Air_Force_Harbin_Y12-II.jpg
YK40,YK4,Yakovlev Yak-40,https://en.wikipedia.org/wiki/Yakovlev_Yak-40,Yakovlev Yak-40,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Volga-Dnepr_-_Yakovlev_Yak-40.jpg/256px-Volga-Dnepr_-_Yakovlev_Yak-40.jpg
YK42,YK2,Yakovlev Yak-42,https://en.wikipedia.org/wiki/Yakovlev_Yak-42,Yakovlev Yak-42,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Centre-Avia_Yakovlev_Yak-42_42385_Misko.jpg/256px-Centre-Avia_Yakovlev_Yak-42_42385_Misko.jpg
YS11,YS1,NAMC YS-11,https://en.wikipedia.org/wiki/NAMC_YS-11,NAMC YS-11,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/%27Japan_Navy_Schedule_21%27_Atsugi_route_4_departure._%288382459963%29.jpg/256px-%27Japan_Navy_Schedule_21%27_Atsugi_route_4_departure._%288382459963%29.jpg
